video_id,title,ideology,topic,ideology_confidence,topic_confidence,reason,ideology_oldNO_Match,
WY8VfgiXYn8,"한중일 미감, 왜 이렇게 다를까? 그 이유 다 알려드림",neutral,other,high,high,"The video discusses aesthetic differences between Korea, China, and Japan without engaging in gender-related discourse.",neutral,
ERxtacu4Omw,"전 세계 남성과 여성을 감동시킨, 엠마 왓슨 UN 연설",feminism,gender_conflict_discourse,high,high,"The video discusses Emma Watson's UN speech, which promotes feminist ideas and has garnered support from male actors, indicating a strong alignment with feminist discourse.",feminism,
u_oPIkQzmbw,정일영 선생님의 인생 특강,neutral,other,high,high,"The video appears to be an informational talk by a teacher about life experiences and language, with no clear stance on gender-related issues.",neutral,
veaFGGu31EQ,'핑크플라밍고' 리뷰 l 비위 강한 사람 모집합니다.,neutral,other,high,high,The video is a review of a cult film and does not engage in gender-related discourse.,neutral,
tyyPeEF6vS8,‘티탄’ 리뷰 | 감독이 편견이 없으면 생기는 일,neutral,other,high,high,The video is a review of a film and does not engage in gender-related discourse or express a clear ideological stance.,neutral,
qnGl7bIrFHI,"동성애자는 동성애자로 태어나는 걸까?｜인류 진화의 최대 미스터리, 동성애의 모든 것",neutral,other,high,high,The video discusses the nature of homosexuality from a scientific and evolutionary perspective without advocating for or against any ideology related to gender or sexuality.,neutral,
iRgp8oBiAmw,South Korea Is a Dystopia,neutral,other,medium,high,"The video discusses the control of powerful families over the South Korean economy, which does not directly relate to gender-related discourse.",neutral,
i7rQL973oFM,Why Didn't Korea Bring Back Its King After WW2?,neutral,other,high,high,The video is a historical documentary about Korea's monarchy and does not engage in gender-related discourse.,neutral,
PtnREqwml2A,느꼈는데 설명 못 했던 관계의 불편한 진실들,neutral,other,high,high,"The video discusses psychological aspects of relationships without a clear stance on gender-related issues, making it neutral and unrelated to specific gender discourse topics.",neutral,
o9ExNllLUYY,"2026 10대 극우화 보고서, 소년 극우가 온다 〈다큐 뉴스타파〉",neutral,electoral_generational_conflict,medium,high,"The video discusses the rise of far-right ideologies among teenagers in South Korea, focusing on political and social implications rather than explicitly feminist or anti-feminist views.",neutral,
4wmYHkruOOA,"""이대남이라고? 너 누군데"" 오프라인 이대남의 대화 l Invited",anti_feminism,electoral_generational_conflict,high,high,"The video discusses the political views of young men in South Korea, particularly their opposition to feminism and their alignment with conservative ideologies, which aligns with anti-feminism. It also addresses generational political dynamics.",anti_feminism,
ILlbMhu1B60,장기투자가 체질입니다 길게 봅니다 [양당이탈 2030 ep2 권영국],neutral,electoral_generational_conflict,high,high,The video discusses political preferences and voting behavior among the 2030 generation without taking a clear stance on gender-related issues.,neutral,
6RcCrJAA5co,"""정치인은 철저히 도구예요"" 이번에는 이준석이었던 이유 [양당이탈 2030 ep1 이준석]",neutral,electoral_generational_conflict,medium,high,"The video discusses political opinions and behaviors of the 2030 generation regarding candidates and parties, which aligns with electoral and generational conflict discourse.",neutral,
BP-QTlaOCh4,"20대 미혼율 96%, 30대 미혼율 53%... 1인 가구는 왜 계속 늘어나는 걸까? (곽정은X양재진)ㅣ10분 토론 / 14F",neutral,dating_marriage,high,high,"The video discusses the increasing rates of single-person households and reasons for rising unmarried and non-dating trends, which are related to dating and marriage topics without a clear ideological stance.",neutral,
Bn7EM7NFAGE,[탐사보도 추적자들] 2030 왜 보수화됐나,anti_feminism,electoral_generational_conflict,high,high,"The video discusses the conservative shift of the 2030 generation, highlighting their opposition to progressive politics and gender conflicts, which aligns with anti-feminist sentiments.",anti_feminism,
dcxgU8d2Oq4,교회가 극우화 원인이라고요? | 배덕만 기독연구원 느헤미야 교수 [더 릴리전],neutral,other,high,high,"The video discusses the church's influence on extremism without a clear feminist or anti-feminist stance, and it does not relate to gender-specific topics.",neutral,
FjyInTjK2GM,"청년이 변했다, 그들이 보수를 택한 진짜 이유 | 배수찬 작가 [더피플]",neutral,electoral_generational_conflict,medium,high,"The video discusses the reasons behind young people's political choices, which relates to generational conflict in the electoral context, but does not explicitly support or oppose any ideology.",neutral,
Cz6F9uUiRr4,"조용한 극우가 더 무섭다?  청년 극우화를 부추기는 파워 엘리트들 | 김내훈, 신진욱 | 정준희의 토요토론 29회",neutral,electoral_generational_conflict,medium,high,"The video discusses the rise of far-right ideologies among youth and the influence of elite power, which relates to generational conflict in a political context, but does not explicitly support or oppose feminist ideas.",neutral,
ZW1bIqDrBEo,'이들은 왜 중국 국기를 찢는가?' 혐중 논란의 중심에 선 청년들 - BBC News 코리아,neutral,other,high,high,"The video discusses a political issue related to anti-China sentiment among South Korean youth, which does not directly relate to gender-related discourse.",neutral,
by2WI2Bb4QY,극우화하는 대한민국 어떻게 막지? #정영진 #최욱 #극우,neutral,electoral_generational_conflict,medium,high,"The video discusses the rise of extreme right-wing ideologies in South Korea, which relates to political discourse and generational conflicts, but does not clearly support or oppose any specific ideology.",neutral,
yppKY5ZkJT0,"그 시절, 우리가 좋아했던 음식들",neutral,other,high,high,The video discusses food preferences and trends without any gender-related discourse.,neutral,
OUk_fiG3h98,[MBC 탐사기획 스트레이트 302회] 더 심해진 '보수화'… 20대 남성은 왜? | 스트레이트 302회 (25.06.22),anti_feminism,electoral_generational_conflict,high,high,"The video discusses the increasing conservatism among young men, which aligns with anti-feminist sentiments and reflects on political attitudes, indicating a generational conflict.",anti_feminism,
wK0lOuZr7oY,죽음을 계획한 20대 남성의 속마음,feminism,electoral_generational_conflict,medium,high,"The video discusses the personal struggles of a young man within the context of societal expectations and pressures, which aligns with generational conflict discourse, but does not explicitly advocate for or against any ideology.",neutral,No match
DN0iz0ZaOYE,"[최경영의 최강시사] 보수 vs 진보 성향, 무엇이 결정짓나? - 김경일 교수 (아주대 심리학과)｜KBS 220318 방송",neutral,electoral_generational_conflict,high,high,"The video discusses the psychological factors influencing conservative vs. progressive tendencies, which relates to generational and electoral conflicts without taking a clear ideological stance.",neutral,
YhmpBeMV7Pc,더 심해진 '보수화'… 20대 남성은 왜? | 스트레이트 302회 (25.06.22),anti_feminism,electoral_generational_conflict,high,high,"The video discusses the increasing conservatism among young men, which aligns with anti-feminist sentiments and reflects on their political choices, indicating a focus on generational conflict in the context of gender politics.",anti_feminism,
oGrdnwNZGQo,"한국사이버성폭력대응센터 대표 '여파'의 목소리 [젠더불평등을 폐지하라, 여가부 말고!]",feminism,gender_conflict_discourse,high,high,"The video discusses gender inequality and critiques government policies that undermine women's rights, aligning with feminist ideology and focusing on gender conflict.",feminism,
3EtCmXpaMCk,"[100분토론] - (924회) 여성가족부 폐지 논란, 어떻게 볼 것인가?",neutral,gender_conflict_discourse,medium,high,"The video discusses the debate surrounding the abolition of the Ministry of Gender Equality and Family, which involves various perspectives on gender issues, making it neutral in ideology but clearly related to gender conflict discourse.",neutral,
Nx-uCQwffBI,'여성'을 지우는 정부 (4) - 스트레이트 217회 | 골라보는 스트레이트,feminism,gender_conflict_discourse,high,high,"The video discusses the government's actions that undermine women's rights and gender equality, highlighting issues such as the abolition of the Ministry of Gender Equality and the decline in gender equality metrics, which aligns with feminist discourse.",feminism,
eqR32c86ZlY,“남자 직원만 산불 근무”…대전시 ‘성차별’ 논란 [뉴스 더하기] / KBS  2023.04.09.,anti_feminism,gender_conflict_discourse,high,high,"The video discusses a controversy regarding gender discrimination in emergency work assignments, highlighting a narrative that reinforces traditional gender roles and male superiority in physically demanding jobs.",anti_feminism,
YHGKpSsCr3Q,"""우리 애 째려봤어?"" 그만두는 선생님들..학교가 무너지고 있다 / SBS / 모아보는 뉴스",neutral,other,high,high,The video discusses issues related to education and parental concerns without a clear stance on gender-related discourse.,neutral,
zXmfbDTCiIs,"李, 일베 조롱 거론하며 ""폐쇄 검토""…극우와 전면전? [뉴스현장]",neutral,electoral_generational_conflict,high,high,The video discusses political issues and controversies without taking a clear ideological stance on gender-related discourse.,neutral,
